gameId,gameDate,homeTeam,awayTeam,homeFOW,awayFOW,homePPF,awayPPF
2023021200,2024-04-03,ARI,VAN,0.409836,0.590164,3,3
2025020059,2025-10-15,STL,CHI,0.444444,0.555556,2,3
2021020123,2021-10-30,CGY,PHI,0.46875,0.53125,5,3
2024030223,2025-05-10,CAR,WSH,0.5,0.5,2,2
2023020120,2023-10-28,CBJ,NYI,0.425,0.575,3,3
2025020406,2025-12-01,NJD,CBJ,0.358491,0.641509,5,3
2023020030,2023-10-14,SJS,COL,0.578125,0.421875,4,5
2021020565,2021-12-31,VGK,ANA,0.509434,0.490566,6,1
2024030124,2025-04-28,FLA,TBL,0.480769,0.519231,3,2
2024020837,2025-02-02,ANA,MTL,0.382979,0.617021,4,4
2023020598,2024-01-04,SEA,OTT,0.44898,0.55102,2,4
2020020368,2021-03-04,NSH,FLA,0.641791,0.358209,2,4
2022020683,2023-01-14,BOS,TOR,0.509091,0.490909,2,2
2022020574,2022-12-30,ANA,NSH,0.489362,0.510638,1,1
2022020559,2022-12-28,TBL,MTL,0.606557,0.393443,1,5
2022020073,2022-10-21,COL,SEA,0.631579,0.368421,2,5
2020020180,2021-03-04,NJD,NYR,0.642857,0.357143,4,2
2025020495,2025-12-13,NJD,ANA,0.627119,0.372881,2,3
2022020134,2022-10-29,LAK,TOR,0.563636,0.436364,6,4
2023020287,2023-11-22,ARI,STL,0.387097,0.612903,2,3
2021020397,2021-12-07,SJS,CGY,0.408163,0.591837,2,3
2022020988,2023-03-03,VGK,NJD,0.459016,0.540984,1,2
2021020552,2021-12-30,FLA,TBL,0.441176,0.558824,3,4
2023020587,2024-01-03,WSH,NJD,0.426471,0.573529,4,2
2021020017,2021-10-15,NJD,CHI,0.482143,0.517857,2,5
2020020538,2021-03-27,DAL,FLA,0.438596,0.561404,3,3
2022020357,2022-11-29,WPG,COL,0.630435,0.369565,2,3
2023021288,2024-04-15,NJD,NYI,0.52,0.48,3,1
2020030316,2021-06-24,MTL,VGK,0.469697,0.530303,3,2
2021020768,2022-01-28,PIT,DET,0.580645,0.419355,3,2
2023020910,2024-02-24,OTT,VGK,0.612245,0.387755,3,2
